timestamp,anomaly
1393491600,0
1393491900,0
1393492200,0
1393492500,0
1393492800,0
1393493100,0
1393493400,0
1393493700,1
1393494000,0
1393494300,0
1393494600,0
1393494900,0
1393495200,0
1393495500,0
1393495800,0
1393496100,0
1393496400,0
1393496700,0
1393497000,0
1393497300,0
1393497600,0
1393497900,0
1393498200,0
1393498500,0
1393498800,0
1393499100,0
1393499400,0
1393499700,0
1393500000,0
1393500300,0
1393500600,0
1393500900,0
1393501200,0
1393501500,0
1393501800,0
1393502100,0
1393502400,1
1393502700,0
1393503000,0
1393503300,0
1393503600,0
1393503900,0
1393504200,0
1393504500,0
1393504800,0
1393505100,0
1393505400,0
1393505700,1
1393506000,0
1393506300,0
1393506600,0
1393506900,0
1393507200,0
1393507500,0
1393507800,0
1393508100,0
1393508400,0
1393508700,1
1393509000,0
1393509300,0
1393509600,0
1393509900,0
1393510200,0
1393510500,0
1393510800,0
1393511100,0
1393511400,0
1393511700,0
1393512000,0
1393512300,0
1393512600,0
1393512900,1
1393513200,0
1393513500,0
1393513800,0
1393514100,0
1393514400,0
1393514700,0
1393515000,0
1393515300,0
1393515600,0
1393515900,0
1393516200,0
1393516500,0
1393516800,0
1393517100,0
1393517400,0
1393517700,0
1393518000,0
1393518300,0
1393518600,0
1393518900,0
1393519200,0
1393519500,0
1393519800,0
1393520100,0
1393520400,0
1393520700,0
1393521000,0
1393521300,1
1393521600,1
1393521900,0
1393522200,0
1393522500,0
1393522800,0
1393523100,0
1393523400,0
1393523700,0
1393524000,0
1393524300,0
1393524600,0
1393524900,0
1393525200,0
1393525500,0
1393525800,0
1393526100,0
1393526400,0
1393526700,0
1393527000,0
1393527300,0
1393527600,0
1393527900,0
1393528200,0
1393528500,0
1393528800,0
1393529100,0
1393529400,0
1393529700,0
1393530000,0
1393530300,0
1393530600,0
1393530900,0
1393531200,0
1393531500,0
1393531800,0
1393532100,0
1393532400,0
1393532700,0
1393533000,0
1393533300,0
1393533600,0
1393533900,0
1393534200,0
1393534500,0
1393534800,0
1393535100,0
1393535400,0
1393535700,0
1393536000,0
1393536300,0
1393536600,0
1393536900,0
1393537200,0
1393537500,0
1393537800,0
1393538100,0
1393538400,0
1393538700,0
1393539000,0
1393539300,0
1393539600,0
1393539900,0
1393540200,0
1393540500,0
1393540800,0
1393541100,0
1393541400,0
1393541700,0
1393542000,0
1393542300,0
1393542600,0
1393542900,0
1393543200,0
1393543500,0
1393543800,0
1393544100,0
1393544400,0
1393544700,0
1393545000,0
1393545300,0
1393545600,0
1393545900,0
1393546200,0
1393546500,0
1393546800,0
1393547100,0
1393547400,0
1393547700,0
1393548000,0
1393548300,0
1393548600,0
1393548900,0
1393549200,0
1393549500,0
1393549800,0
1393550100,0
1393550400,0
1393550700,1
1393551000,0
1393551300,0
1393551600,0
1393551900,0
1393552200,0
1393552500,0
1393552800,0
1393553100,0
1393553400,0
1393553700,0
1393554000,0
1393554300,0
1393554600,0
1393554900,0
1393555200,0
1393555500,0
1393555800,0
1393556100,0
1393556400,0
1393556700,0
1393557000,0
1393557300,0
1393557600,1
1393557900,0
1393558200,0
1393558500,0
1393558800,0
1393559100,0
1393559400,0
1393559700,0
1393560000,0
1393560300,0
1393560600,0
1393560900,0
1393561200,0
1393561500,0
1393561800,0
1393562100,0
1393562400,0
1393562700,0
1393563000,0
1393563300,0
1393563600,0
1393563900,0
1393564200,0
1393564500,0
1393564800,0
1393565100,0
1393565400,0
1393565700,0
1393566000,0
1393566300,0
1393566600,0
1393566900,0
1393567200,0
1393567500,0
1393567800,0
1393568100,0
1393568400,0
1393568700,0
1393569000,0
1393569300,0
1393569600,0
1393569900,0
1393570200,0
1393570500,0
1393570800,0
1393571100,0
1393571400,0
1393571700,0
1393572000,0
1393572300,0
1393572600,0
1393572900,0
1393573200,0
1393573500,0
1393573800,0
1393574100,0
1393574400,0
1393574700,0
1393575000,0
1393575300,0
1393575600,0
1393575900,0
1393576200,0
1393576500,0
1393576800,0
1393577100,0
1393577400,0
1393577700,0
1393578000,0
1393578300,0
1393578600,0
1393578900,1
1393579200,0
1393579500,0
1393579800,0
1393580100,0
1393580400,0
1393580700,0
1393581000,0
1393581300,1
1393581600,0
1393581900,0
1393582200,0
1393582500,0
1393582800,0
1393583100,0
1393583400,0
1393583700,0
1393584000,0
1393584300,0
1393584600,0
1393584900,0
1393585200,0
1393585500,0
1393585800,0
1393586100,0
1393586400,0
1393586700,0
1393587000,0
1393587300,1
1393587600,0
1393587900,0
1393588200,0
1393588500,0
1393588800,0
1393589100,0
1393589400,0
1393589700,0
1393590000,0
1393590300,0
1393590600,0
1393590900,0
1393591200,0
1393591500,0
1393591800,0
1393592100,0
1393592400,0
1393592700,0
1393593000,0
1393593300,0
1393593600,0
1393593900,0
1393594200,0
1393594500,0
1393594800,0
1393595100,0
1393595400,0
1393595700,0
1393596000,0
1393596300,0
1393596600,0
1393596900,0
1393597200,0
1393597500,0
