timestamp,anomaly
1393156200,0
1393156500,0
1393156800,0
1393157100,0
1393157400,0
1393157700,0
1393158000,0
1393158300,0
1393158600,0
1393158900,0
1393159200,0
1393159500,0
1393159800,0
1393160100,0
1393160400,0
1393160700,0
1393161000,0
1393161300,0
1393161600,0
1393161900,0
1393162200,0
1393162500,0
1393162800,0
1393163100,0
1393163400,0
1393163700,0
1393164000,0
1393164300,0
1393164600,0
1393164900,0
1393165200,0
1393165500,0
1393165800,0
1393166100,0
1393166400,0
1393166700,0
1393167000,0
1393167300,0
1393167600,0
1393167900,0
1393168200,0
1393168500,0
1393168800,0
1393169100,0
1393169400,0
1393169700,0
1393170000,0
1393170300,0
1393170600,0
1393170900,0
1393171200,0
1393171500,0
1393171800,0
1393172100,0
1393172400,0
1393172700,0
1393173000,0
1393173300,0
1393173600,0
1393173900,0
1393174200,0
1393174500,0
1393174800,0
1393175100,0
1393175400,1
1393175700,0
1393176000,0
1393176300,0
1393176600,0
1393176900,0
1393177200,0
1393177500,0
1393177800,0
1393178100,0
1393178400,0
1393178700,0
1393179000,0
1393179300,0
1393179600,0
1393179900,0
1393180200,0
1393180500,0
1393180800,0
1393181100,0
1393181400,0
1393181700,0
1393182000,0
1393182300,0
1393182600,0
1393182900,0
1393183200,0
1393183500,0
1393183800,0
1393184100,0
1393184400,0
1393184700,0
1393185000,0
1393185300,0
1393185600,0
1393185900,0
1393186200,0
1393186500,0
1393186800,0
1393187100,0
1393187400,1
1393187700,0
1393188000,1
1393188300,1
1393188600,0
1393188900,1
1393189200,1
1393189500,1
1393189800,1
1393190100,1
1393190400,1
1393190700,1
1393191000,1
1393191300,1
1393191600,1
1393191900,1
1393192200,1
1393192500,1
1393192800,1
1393193100,1
1393193400,1
1393193700,1
1393194000,1
1393194300,1
1393194600,1
1393194900,1
1393195200,1
1393195500,1
1393195800,1
1393196100,1
1393196400,1
1393196700,1
1393197000,1
1393197300,1
1393197600,1
1393197900,1
1393198200,1
1393198500,1
1393198800,1
1393199100,1
1393199400,1
1393199700,1
1393200000,1
1393200300,1
1393200600,1
1393200900,1
1393201200,1
1393201500,1
1393201800,1
1393202100,1
1393202400,1
1393202700,1
1393203000,1
1393203300,1
1393203600,1
1393203900,1
1393204200,1
1393204500,1
1393204800,1
1393205100,1
1393205400,1
1393205700,1
1393206000,1
1393206300,1
1393206600,1
1393206900,1
1393207200,1
1393207500,1
1393207800,1
1393208100,1
1393208400,1
1393208700,1
1393209000,1
1393209300,1
1393209600,1
1393209900,1
1393210200,1
1393210500,1
1393210800,1
1393211100,1
1393211400,1
1393211700,1
1393212000,1
1393212300,0
1393212600,0
1393212900,0
1393213200,1
1393213500,0
1393213800,0
1393214100,0
1393214400,0
1393214700,0
1393215000,0
1393215300,0
1393215600,0
1393215900,0
1393216200,0
1393216500,0
1393216800,0
1393217100,0
1393217400,0
1393217700,0
1393218000,0
1393218300,0
1393218600,1
1393218900,0
1393219200,0
1393219500,0
1393219800,0
1393220100,0
1393220400,0
1393220700,0
1393221000,0
1393221300,0
1393221600,0
1393221900,0
1393222200,0
1393222500,0
1393222800,0
1393223100,0
1393223400,0
1393223700,0
1393224000,0
1393224300,0
1393224600,0
1393224900,0
1393225200,0
1393225500,0
1393225800,0
1393226100,0
1393226400,0
1393226700,0
1393227000,0
1393227300,0
1393227600,0
1393227900,0
1393228200,0
1393228500,0
1393228800,0
1393229100,0
1393229400,0
1393229700,0
1393230000,0
1393230300,0
1393230600,0
1393230900,0
1393231200,0
1393231500,0
1393231800,0
1393232100,0
1393232400,0
1393232700,0
1393233000,0
1393233300,0
1393233600,0
1393233900,0
1393234200,0
1393234500,0
1393234800,0
1393235100,0
1393235400,0
1393235700,0
1393236000,0
1393236300,0
1393236600,0
1393236900,0
1393237200,0
1393237500,0
1393237800,0
1393238100,0
1393238400,0
1393238700,0
1393239000,0
1393239300,0
1393239600,0
1393239900,0
1393240200,0
1393240500,0
1393240800,0
1393241100,0
1393241400,0
1393241700,1
1393242000,0
1393242300,0
1393242600,0
1393242900,0
1393243200,0
1393243500,0
1393243800,1
1393244100,0
1393244400,0
1393244700,0
1393245000,0
1393245300,0
1393245600,0
1393245900,0
1393246200,0
1393246500,0
1393246800,0
1393247100,0
1393247400,0
1393247700,0
1393248000,0
1393248300,0
1393248600,0
1393248900,0
1393249200,0
1393249500,0
1393249800,0
1393250100,0
1393250400,0
1393250700,0
1393251000,0
1393251300,0
1393251600,0
1393251900,0
1393252200,0
1393252500,0
1393252800,0
1393253100,0
1393253400,0
1393253700,0
1393254000,0
1393254300,0
1393254600,0
1393254900,0
1393255200,0
1393255500,0
1393255800,0
1393256100,0
1393256400,0
1393256700,0
1393257000,0
1393257300,0
1393257600,0
1393257900,0
1393258200,0
1393258500,0
1393258800,0
1393259100,0
1393259400,0
1393259700,0
1393260000,0
1393260300,0
1393260600,0
1393260900,0
1393261200,0
1393261500,0
1393261800,0
1393262100,0
1393262400,0
1393262700,0
1393263000,0
1393263300,0
1393263600,0
1393263900,0
1393264200,0
1393264500,0
1393264800,0
1393265100,0
1393265400,0
1393265700,0
1393266000,0
1393266300,0
1393266600,0
1393266900,0
1393267200,0
1393267500,0
1393267800,0
1393268100,0
1393268400,0
1393268700,0
1393269000,0
1393269300,0
1393269600,0
1393269900,0
1393270200,0
1393270500,0
1393270800,0
1393271100,0
1393271400,0
1393271700,0
1393272000,0
1393272300,0
1393272600,0
1393272900,0
1393273200,0
1393273500,0
1393273800,0
1393274100,0
1393274400,0
1393274700,0
1393275000,0
1393275300,0
1393275600,0
1393275900,0
1393276200,0
1393276500,0
1393276800,0
1393277100,0
1393277400,0
1393277700,0
1393278000,0
1393278300,0
1393278600,0
1393278900,0
1393279200,0
1393279500,0
1393279800,0
1393280100,0
1393280400,0
1393280700,0
1393281000,0
1393281300,0
1393281600,0
1393281900,0
1393282200,0
1393282500,0
