anomaly,anomaly_score
0,609.5457199033636
0,629.1512256815056
0,538.6362642855598
0,549.1902870805959
0,653.6167597277579
0,482.38114208269354
0,420.06770070000545
0,596.1869145864124
0,441.0375143209981
0,526.6220719495831
0,533.3316605118657
0,862.3544814950379
0,628.1414192841992
0,919.0413460892437
0,663.1805875665858
0,651.8166529851854
0,556.2919170129335
0,534.6339772769369
0,929.9219388441342
0,453.8375739556633
0,512.498065953685
0,1080.369298412326
0,1046.8503632899015
0,1562.9347043220457
0,1243.6211719361534
0,1101.3613156543436
0,1189.4021902386967
0,922.5734539956493
0,1412.7918050916464
0,2031.871864606847
0,1098.3562028888994
0,1442.4380713254127
0,2036.0082282432109
1,3127.092682889698
0,1225.2633191421987
0,2414.7045876516027
0,1599.510511847853
0,1884.0110177782371
0,1421.4537098535513
0,1013.9067873289827
0,1021.7999246934103
0,1421.4537098535513
0,679.1934321781146
0,1114.1062028888994
0,936.9678588750583
0,1099.8978695555659
0,2104.220596490905
0,537.4385362148748
0,671.3184321781146
0,1080.369298412326
0,1099.8978695555659
0,1422.4274532397947
0,1189.4021902386967
0,862.3544814950379
0,645.9468477903802
0,1828.637892800234
0,870.9813828033498
0,862.4911962333888
0,843.2641306178449
0,1845.451889914231
0,1420.5571189444604
0,523.2964160943645
0,2087.871864606847
0,919.0413460892437
0,860.0180112729194
0,551.5747781676966
0,540.982889181132
0,3839.8280364250522
0,1643.3656705780118
0,2037.1748949098776
0,1095.4046056976335
0,1267.6217062264245
0,1110.2375813350145
0,1225.2633191421987
0,1422.4274532397947
0,1420.5571189444604
0,829.3491672478816
0,871.6317433458507
0,1783.570937533279
0,1126.956710999739
0,4191.161369758385
0,4767.744703091717
0,4457.411369758384
0,2127.6491679194764
0,1828.637892800234
0,2004.1891806241633
0,939.8011922083916
0,2133.4825012528095
0,2194.001945697254
0,1828.637892800234
0,1244.6211719361534
0,1777.2153819777234
0,2194.001945697254
0,1908.525490147973
0,2541.0855400325554
0,4802.244703091717
0,2037.1748949098776
0,3839.8280364250522
0,2429.371254318269
0,1891.2626696351524
0,1520.9143580016994
0,784.2267136984741
0,1088.0359650789928
0,1099.8978695555659
0,2430.371254318269
0,1612.510511847853
0,1111.4481076508039
0,3125.009349556365
0,2037.1748949098776
0,1421.4537098535513
0,2003.6891806241633
0,2182.028261486728
0,2087.871864606847
0,2194.001945697254
0,2177.028261486728
0,2087.871864606847
0,1908.525490147973
0,2003.6891806241633
0,3584.3280364250522
0,3083.759349556365
0,648.7664196397218
0,5360.4197030917185
0,2398.8245876516025
0,3584.3280364250522
0,2173.4602790305876
0,3177.350258647274
0,2104.220596490905
0,1781.1093213716626
0,1225.2633191421987
0,3839.8280364250522
0,3083.759349556365
0,1421.9274532397947
1,5360.4197030917185
0,3177.350258647274
0,4191.161369758385
0,2087.871864606847
0,1828.637892800234
0,4649.244703091718
0,4802.244703091717
0,2594.835540032556
0,2173.4602790305876
0,1845.451889914231
0,2182.028261486728
0,2087.871864606847
0,1643.3656705780118
0,2104.220596490905
0,2037.1748949098776
0,4784.244703091717
1,5360.4197030917185
1,6191.587618834512
0,4237.161369758385
0,2541.0855400325554
0,2409.8245876516025
0,1845.451889914231
0,2666.573635270651
0,2430.371254318269
0,4087.8280364250522
0,3839.8280364250522
0,1783.570937533279
0,1114.1062028888994
0,2194.001945697254
0,4802.244703091717
0,2398.8245876516025
0,2409.8245876516025
0,2031.871864606847
0,2541.0855400325554
1,5129.8780364250515
0,3127.092682889698
0,2003.6891806241633
0,1107.304027407376
0,1104.9779478144542
0,1422.4274532397947
0,2177.028261486728
0,2430.371254318269
0,1245.2001994661757
0,1424.7399532397947
0,1844.7549202172615
0,2409.8245876516025
0,3127.092682889698
0,1884.0110177782371
0,1844.7549202172615
0,2104.220596490905
0,2430.371254318269
0,1421.9274532397947
0,1413.2446189444604
0,873.3283143032224
0,1646.7545594669007
0,2118.9825012528095
0,645.9468477903802
0,3127.092682889698
0,1225.2633191421987
0,653.3795541405128
0,1844.7549202172615
0,1422.4274532397947
0,784.2267136984741
0,1245.2001994661757
0,1412.7918050916464
0,1599.4688451811865
0,1240.6117848320293
0,2127.6491679194764
0,1158.6928581858863
0,522.9987889902859
0,607.1038948854706
0,939.8011922083916
0,1089.67882222185
0,1101.3613156543436
0,862.4911962333888
0,522.9987889902859
0,1099.415138518487
0,507.8917103238588
0,535.0074875047964
0,1088.0359650789928
0,844.2096434383577
0,649.3926101159122
0,1225.2633191421987
0,642.7173613020949
0,385.7721256780505
0,942.9678588750583
0,622.4624406671742
0,979.0734539956493
0,723.8775801879408
0,679.1934321781146
0,599.0678420494177
0,1568.4380713254127
0,942.9678588750583
0,924.8826159305137
0,1524.3497617819799
0,522.2626067756512
0,1159.3186157616437
0,1828.637892800234
0,1423.6066199064614
0,540.73311150103
0,1080.369298412326
0,1255.4988992088806
0,519.0049737967306
0,1908.525490147973
0,1099.8978695555659
0,1016.1161421676923
0,653.3795541405128
0,1225.2633191421987
0,1704.756579668921
0,1163.652190238697
0,1416.6196189444604
0,1599.510511847853
0,659.840600274024
0,1021.7999246934103
0,535.0824845518499
0,1244.6211719361534
0,1522.2783332105512
0,1891.2626696351524
0,1100.415138518487
0,1612.510511847853
0,1096.3136966067243
0,663.1805875665858
0,501.9807021442978
0,1089.67882222185
0,1416.6196189444604
0,2037.1748949098776
0,642.7173613020949
0,1098.3562028888994
0,1189.4021902386967
0,618.4805693221449
0,844.2096434383577
0,660.840600274024
0,1089.67882222185
0,447.82314033323473
0,649.3926101159122
0,527.1059399038884
0,645.7270161380143
0,1003.4631555344425
0,844.2096434383577
0,900.1989365692939
0,723.8775801879408
0,671.3184321781146
0,1542.9347043220457
0,1095.4046056976335
0,1189.4021902386967
0,599.0678420494177
0,585.3214124349937
