timestamp,anomaly
1426415573,0
1426415873,0
1426416173,0
1426416473,0
1426416773,0
1426417073,0
1426417373,0
1426417673,0
1426417973,0
1426418273,0
1426418573,0
1426418873,0
1426419173,0
1426419473,0
1426419773,0
1426420073,0
1426420373,0
1426420673,0
1426420973,0
1426421273,0
1426421573,0
1426421873,0
1426422173,0
1426422473,0
1426422773,0
1426423073,1
1426423373,0
1426423673,0
1426423973,0
1426424273,0
1426424573,0
1426424873,0
1426425173,0
1426425473,0
1426425773,0
1426426073,0
1426426373,0
1426426673,0
1426426973,0
1426427273,0
1426427573,0
1426427873,0
1426428173,0
1426428473,0
1426428773,0
1426429073,0
1426429373,0
1426429673,0
1426429973,0
1426430273,0
1426430573,0
1426430873,0
1426431173,0
1426431473,0
1426431773,0
1426432073,0
1426432373,0
1426432673,0
1426432973,0
1426433273,0
1426433573,0
1426433873,0
1426434173,0
1426434473,0
1426434773,0
1426435073,0
1426435373,0
1426435673,0
1426435973,1
1426436273,1
1426436573,1
1426436873,1
1426437173,1
1426437473,1
1426437773,1
1426438073,1
1426438373,1
1426438673,1
1426438973,1
1426439273,1
1426439573,0
1426439873,0
1426440173,0
1426440473,1
1426440773,0
1426441073,1
1426441373,0
1426441673,0
1426441973,0
1426442273,0
1426442573,0
1426442873,0
1426443173,0
1426443473,0
1426443773,0
1426444073,0
1426444373,0
1426444673,0
1426444973,0
1426445273,0
1426445573,0
1426445873,0
1426446173,0
1426446473,0
1426446773,0
1426447073,0
1426447373,0
1426447673,0
1426447973,0
1426448273,0
1426448573,0
1426448873,0
1426449173,0
1426449473,0
1426449773,0
1426450073,0
1426450373,0
1426450673,0
1426450973,0
1426451273,0
1426451573,0
1426451873,0
1426452173,0
1426452473,0
1426452773,0
1426453073,0
1426453373,0
1426453673,0
1426453973,0
1426454273,0
1426454573,0
1426454873,0
1426455173,0
1426455473,0
1426455773,0
1426456073,0
1426456373,0
1426456673,0
1426456973,0
1426457273,0
1426457573,0
1426457873,0
1426458173,0
1426458473,0
1426458773,0
1426459073,0
1426459373,0
1426459673,0
1426459973,0
1426460273,0
1426460573,0
1426460873,0
1426461173,0
1426461473,0
1426461773,0
1426462073,0
1426462373,0
1426462673,0
1426462973,0
1426463273,0
1426463573,0
1426463873,0
1426464173,0
1426464473,0
1426464773,0
1426465073,0
1426465373,0
1426465673,0
1426465973,0
1426466273,0
1426466573,0
1426466873,0
1426467173,0
1426467473,0
1426467773,1
1426468073,1
1426468373,1
1426468673,1
1426468973,1
1426469273,1
1426469573,1
1426469873,1
1426470173,1
1426470473,1
1426470773,1
1426471073,1
1426471373,1
1426471673,1
1426471973,1
1426472273,1
1426472573,1
1426472873,1
1426473173,1
1426473473,1
1426473773,1
1426474073,1
1426474373,1
1426474673,1
1426474973,1
1426475273,1
1426475573,1
1426475873,1
1426476173,1
1426476473,1
1426476773,1
1426477073,1
1426477373,1
1426477673,1
1426477973,1
1426478273,1
1426478573,1
1426478873,1
1426479173,1
1426479473,1
1426479773,1
1426480073,1
1426480373,1
1426480673,1
1426480973,1
1426481273,1
1426481573,1
1426481873,1
1426482173,1
1426482473,1
1426482773,1
1426483073,1
1426483373,1
1426483673,1
1426483973,1
1426484273,1
1426484573,1
1426484873,1
1426485173,1
1426485473,1
1426485773,1
1426486073,1
1426486373,1
1426486673,1
1426486973,1
1426487273,1
1426487573,1
1426487873,1
1426488173,1
1426488473,1
1426488773,1
1426489073,1
1426489373,1
1426489673,1
1426489973,1
1426490273,1
1426490573,1
1426490873,1
1426491173,1
1426491473,1
1426491773,1
1426492073,1
1426492373,1
1426492673,1
1426492973,0
1426493273,0
1426493573,0
1426493873,0
1426494173,0
1426494473,0
1426494773,0
1426495073,0
1426495373,0
1426495673,0
1426495973,0
1426496273,0
1426496573,0
1426496873,0
1426497173,0
1426497473,0
1426497773,0
1426498073,0
1426498373,0
1426498673,0
1426498973,0
1426499273,0
1426499573,0
1426499873,0
1426500173,0
1426500473,0
1426500773,0
1426501073,0
1426501373,0
1426501673,0
1426501973,0
1426502273,0
1426502573,0
1426502873,0
1426503173,0
1426503473,0
1426503773,0
1426504073,0
1426504373,0
1426504673,0
1426504973,0
1426505273,0
1426505573,0
1426505873,0
1426506173,0
1426506473,0
1426506773,0
1426507073,0
1426507373,0
1426507673,0
1426507973,0
1426508273,0
1426508573,0
1426508873,0
1426509173,0
1426509473,0
1426509773,0
1426510073,0
1426510373,0
1426510673,0
1426510973,0
1426511273,0
1426511573,0
1426511873,0
1426512173,0
1426512473,0
1426512773,0
1426513073,0
1426513373,0
1426513673,0
1426513973,0
1426514273,0
1426514573,0
1426514873,0
1426515173,0
1426515473,0
1426515773,0
1426516073,0
1426516373,0
1426516673,0
1426516973,0
1426517273,0
1426517573,0
