timestamp,anomaly
1428536873,1
1428537173,0
1428537473,0
1428537773,0
1428538073,0
1428538373,0
1428538673,0
1428538973,0
1428539273,0
1428539573,0
1428539873,1
1428540173,0
1428540473,0
1428540773,0
1428541073,0
1428541373,0
1428541673,0
1428541973,0
1428542273,0
1428542573,0
1428542873,0
1428543173,0
1428543473,0
1428543773,0
1428544073,0
1428544373,0
1428544673,0
1428544973,0
1428545273,0
1428545573,0
1428545873,0
1428546173,0
1428546473,0
1428546773,0
1428547073,0
1428547373,0
1428547673,0
1428547973,0
1428548273,0
1428548573,0
1428548873,0
1428549173,0
1428549473,0
1428549773,0
1428550073,0
1428550373,0
1428550673,0
1428550973,0
1428551273,0
1428551573,0
1428551873,0
1428552173,0
1428552473,0
1428552773,0
1428553073,0
1428553373,0
1428553673,0
1428553973,0
1428554273,0
1428554573,0
1428554873,0
1428555173,0
1428555473,0
1428555773,0
1428556073,0
1428556373,0
1428556673,0
1428556973,0
1428557273,0
1428557573,0
1428557873,0
1428558173,0
1428558473,0
1428558773,0
1428559073,0
1428559373,0
1428559673,0
1428559973,0
1428560273,0
1428560573,0
1428560873,0
1428561173,0
1428561473,0
1428561773,0
1428562073,0
1428562373,0
1428562673,0
1428562973,0
1428563273,0
1428563573,0
1428563873,0
1428564173,0
1428564473,0
1428564773,0
1428565073,0
1428565373,0
1428565673,0
1428565973,0
1428566273,0
1428566573,0
1428566873,0
1428567173,0
1428567473,0
1428567773,0
1428568073,0
1428568373,0
1428568673,0
1428568973,0
1428569273,0
1428569573,0
1428569873,0
1428570173,0
1428570473,0
1428570773,0
1428571073,0
1428571373,0
1428571673,0
1428571973,0
1428572273,0
1428572573,0
1428572873,0
1428573173,0
1428573473,0
1428573773,0
1428574073,0
1428574373,0
1428574673,0
1428574973,0
1428575273,0
1428575573,0
1428575873,0
1428576173,0
1428576473,0
1428576773,0
1428577073,0
1428577373,0
1428577673,0
1428577973,0
1428578273,0
1428578573,0
1428578873,0
1428579173,0
1428579473,0
1428579773,0
1428580073,0
1428580373,0
1428580673,0
1428580973,0
1428581273,0
1428581573,0
1428581873,0
1428582173,0
1428582473,0
1428582773,0
1428583073,0
1428583373,0
1428583673,0
1428583973,0
1428584273,0
1428584573,0
1428584873,0
1428585173,0
1428585473,0
1428585773,0
1428586073,0
1428586373,0
1428586673,0
1428586973,0
1428587273,0
1428587573,0
1428587873,0
1428588173,0
1428588473,0
1428588773,0
1428589073,0
1428589373,0
1428589673,0
1428589973,0
1428590273,0
1428590573,0
1428590873,0
1428591173,0
1428591473,0
1428591773,0
1428592073,0
1428592373,0
1428592673,0
1428592973,0
1428593273,0
1428593573,0
1428593873,0
1428594173,0
1428594473,0
1428594773,0
1428595073,0
1428595373,0
1428595673,0
1428595973,0
1428596273,0
1428596573,0
1428596873,0
1428597173,0
1428597473,0
1428597773,0
1428598073,0
1428598373,0
1428598673,0
1428598973,0
1428599273,0
1428599573,0
1428599873,0
1428600173,0
1428600473,0
1428600773,0
1428601073,0
1428601373,0
1428601673,0
1428601973,0
1428602273,0
1428602573,0
1428602873,0
1428603173,0
1428603473,0
1428603773,0
